passiveTaskCode	passiveTitle	passiveDescription	passiveStarRating	passiveCategory1	passiveCategory2	passiveCategory3	passivePlacementReason
K7BG	Obtain the Helm of the Kuraski	The Mask of the Kura can be bought from the Shattered Worlds shop for 45 million Anima. 800 Kurasks must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 70 to harm.	3	Hard	Elite	Master	Assembly based on item drops in latest possible tier
XEM4	Obtain the Helm of the Verdant Wyrm	The Mask of the Green Wyrm can be bought from the Shattered Worlds shop for 45 million Anima. 800 Jungle strykewyrms must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it using the guaranteed slayer task every 3 days, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 73 to harm.	3	Elite	Elite	Master	Assembly based on item drops in latest possible tier
4VK6	Obtain the Helm of Grotesquery	The Mask of Granite can be bought from the Shattered Worlds shop for 72 million Anima. 800 Gargoyles must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 75 to harm.	3	Elite	Elite	Master	Assembly based on item drops in latest possible tier
97KV	Obtain the Helm of the Dagannoth	The Mask of the Dagannoth can be bought from the Shattered Worlds shop for 63 million Anima. 1,000 Dagannoth must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000.	2	Elite	Elite	Master	Assembly based on item drops in latest possible tier
ZR34	Obtain the Helm of the Parched Wyrm	The Mask of the Yellow Wyrm can be bought from the Shattered Worlds shop for 45 million Anima. 800 Desert strykewyrms must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it using the guaranteed slayer task every 3 days, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 77 to harm.	3	Elite	Elite	Master	Assembly based on item drops in latest possible tier
BDJG	Obtain the Helm of Mutation	The Mask of Vines can be bought from the Shattered Worlds shop for 72 million Anima. 900 Mutated jadinkos must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of at least 80 to harm.	3	Elite	Elite	Master	Assembly based on item drops in latest possible tier
7VZ4	Obtain the Helm of Warping	The Mask of the Abyss can be bought from the Shattered Worlds shop for 135 million Anima. 900 Abyssal demons must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 85 to harm.	3	Elite	Elite	Master	Assembly based on item drops in latest possible tier
3V76	Obtain the Helm of the Black Demon	The Mask of the Black Demon can be bought from the Shattered Worlds shop for 63 million Anima. 1,000 Black demons must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000.	3	-	Elite	Master	Assembly based on item drops in latest possible tier
5WBE	Obtain the Helm of the Automatons	The Mask of the Automatons can be bought from the Shattered Worlds shop for 72 million Anima. 1,000 Automatons must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it. They require a Slayer level of 67 to harm and completion of The World Wakes to access, once you have obtained all uniques more common than 1/2,000.	3	-	Elite	Master	Assembly based on item drops in latest possible tier
W23N	Obtain the Helm of the Aquanites	The Mask of the Aquanites can be bought from the Shattered Worlds shop for 45 million Anima. 1,000 Aquanites must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 78 to harm.	3	-	Elite	Master	Assembly based on item drops in latest possible tier
DDWV	Obtain the Helm of Darkness	The Mask of Gloom can be bought from the Shattered Worlds shop for 135 million Anima. 1,000 Dark beasts must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 90 to harm.	4	-	Elite	Master	Assembly based on item drops in latest possible tier
Q43V	Obtain the Helm of the Airut	The Mask of the Airut can be bought from the Shattered Worlds shop for 135 million Anima. 1,000 Airuts must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 92 to harm.	4	-	Elite	Master	Assembly based on item drops in latest possible tier
6VMV	Obtain the Helm of the Frozen Wyrm	The Mask of the White Wyrm can be bought from the Shattered Worlds shop for 81 million Anima. 1,000 Ice strykewyrms must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it using the guaranteed slayer task every 3 days, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 92 to harm.	4	-	Elite	Master	Assembly based on item drops in latest possible tier
EDJ2	Obtain the Helm of the Ganodermic	The Mask of the Ganodermic can be bought from the Shattered Worlds shop for 135 million Anima. 1,000 Ganodermic creatures must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 95 to harm.	4	-	Elite	Master	Assembly based on item drops in latest possible tier
4QR3	Complete world 200 in Shattered Worlds	Fail it till you nail it.	5	Elite	Master	Legendary	Shattered worlds experience + gear requirement
8V77	Obtain the Creeping hand pet	The pet can be bought from Zimberfizz or Zanik for 5 Zeals, or from Stanley Limelight for 60 Thaler after obtaining a Crawling hand drop.	2	Easy	Medium	Hard	Time investment
RX5E	Obtain the Minitrice pet	The pet can be bought from Zimberfizz or Zanik for 25 Zeals, or from Stanley Limelight for 300 Thaler after obtaining a Cockatrice head drop.	2	Medium	-	Hard	Time investment
NMNE	Obtain the Baby basilisk pet	The pet can be bought from Zimberfizz or Zanik for 40 Zeals, or from Stanley Limelight for 480 Thaler after obtaining a Basilisk head drop.	2	Hard	-	Elite	Time investment
4V76	Obtain the Baby kurask pet	The pet can be bought from Zimberfizz for 70 Zeals, or from Stanley Limelight for 840 Thaler after obtaining a Kurask head drop.	3	Hard	-	Elite	Time investment
ZRB4	Obtain the Abyssal minion pet	The pet can be bought from Zimberfizz for 85 Zeals, or from Stanley Limelight for 1,020 Thaler after obtaining an Abyssal head drop.	4	Elite	-	Master	Time investment
MBWD	Obtain the TzRek-Jad pet	The pet can be bought from Zimberfizz for 100 Zeals, or from Stanley Limelight for 1,200 Thaler with a Slayer and Summoning level of 99 after obtaining a Fire cape.	4	Master	-	Legendary	Time investment
BDRG	Obtain a Gold ring (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	1	Easy	Medium	Hard	Time investment + Crafting level
K7Q5	Obtain a Sapphire ring (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	1	Medium	-	Hard	Time investment + Crafting level
GDMN	Obtain an Emerald ring (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	1	Medium	-	Hard	Time investment + Crafting level
5WKE	Obtain a Ruby ring (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	1	Medium	-	Hard	Time investment + Crafting level
DD7V	Obtain a Diamond ring (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	2	Hard	-	Elite	Time investment + Crafting level
Q4KV	Obtain a Dragonstone ring (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	2	Hard	-	Elite	Time investment + Crafting level
2VGJ	Obtain a Ring of Charos (a) (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	2	Hard	-	Elite	Time investment + Quest requirement
VR2K	Obtain a Lunar ring (i)	The ring can be imbued by Zimberfizz or Zanik for 5 Zeals.	2	Hard	-	Elite	Time investment + Quest requirement
Y2KK	Obtain an Onyx ring (i)	The ring can be imbued by Zimberfizz or Zanik for 8 Zeals.	3	Hard	-	Elite	Time investment + Crafting level
JD24	Obtain a Seers' ring (i)	The ring can be imbued by Zimberfizz or Zanik for 8 Zeals. Alternatively, it can be imbued via Stanley Limelight Traders for 180 thaler.	3	Hard	-	Elite	Time investment + Drop RNG
NMDE	Obtain an Archers' ring (i)	The ring can be imbued by Zimberfizz or Zanik for 8 Zeals. Alternatively, it can be imbued via Stanley Limelight Traders for 180 thaler.	3	Hard	-	Elite	Time investment + Drop RNG
XEG4	Obtain a Warrior ring (i)	The ring can be imbued by Zimberfizz or Zanik for 8 Zeals. Alternatively, it can be imbued via Stanley Limelight Traders for 180 thaler.	3	Hard	-	Elite	Time investment + Drop RNG
4VY6	Obtain a Berserker ring (i)	The ring can be imbued by Zimberfizz or Zanik for 8 Zeals. Alternatively, it can be imbued via Stanley Limelight Traders for 180 thaler.	3	Hard	-	Elite	Time investment + Drop RNG
97GV	Obtain 100 Soul Fragments within Soul Wars and offer them all at once to the Soul Obelisk	Soul fragments are obtained by killing jellies and pyrefiends during the minigame and offering them all at once to the Soul Obelisk at the centre of the minigame.	2	Medium	-	Hard	Coordinated group requirement
ZRK4	Obtain the full Fletcher's outfit	The set can be bought from the Stealing Creation reward shop costing 100 Stealing Creation points per piece, setting the total points needed at 500.	3	Medium	-	Hard	Travelling Merchant timegated
MBED	Obtain the full Artisan's outfit	The set can be bought from the Stealing Creation reward shop costing 100 Stealing Creation points per piece, setting the total points needed at 600.	3	Medium	-	Hard	Travelling Merchant timegated
BD6G	Fully exhaust all gathering plots in a match of Stealing Creation	This achievement is most easily done with the Clan or by using the friend's chat: Fast SC.	1	Medium	-	Hard	Coordinated group requirement
K7W5	Obtain a full set of Blue Runecrafter robes	The set can be bought from Wizard Elriss for a total of 4,000 Runecrafting guild tokens, or from Stanley Limelight for 135 Thaler.	2	Medium	Hard	Elite	< 250 thaler > Elite tier latest
7VB4	Obtain a full set of Green Runecrafter robes	The set can be bought from Wizard Elriss for a total of 4,000 Runecrafting guild tokens, or from Stanley Limelight for 135 Thaler.	2	Medium	Hard	Elite	< 250 thaler > Elite tier latest
GDJN	Obtain a full set of Yellow Runecrafter robes	The set can be bought from Wizard Elriss for a total of 4,000 Runecrafting guild tokens, or from Stanley Limelight for 135 Thaler.	2	Medium	Hard	Elite	< 250 thaler > Elite tier latest
3VW6	Play a round of Great Orb Project on each different Runecrafting altar map	You do not have to win each map, just participate. 50 Runecrafting is required to enter the Runecrafting guild and join the minigame!	2	Medium	-	Hard	Coordinated group requirement
DDRV	Obtain the full Blue naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
6VKV	Obtain the full Green naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
VR6K	Obtain the full Red naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
Y27K	Obtain the full Brown naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
JDQ4	Obtain the full Black naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
XE64	Obtain the full Purple naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
ZRN4	Obtain the full Grey naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
MB6D	Obtain the Cutthroat flag	The flag can be bought from Honest Jimmy's House of Stuff for 200 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
K7G5	Obtain the Guilded smile flag	The flag can be bought from Honest Jimmy's House of Stuff for 200 Pieces of Eight In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
7V24	Obtain the Bronze fist flag	The flag can be bought from Honest Jimmy's House of Stuff for 300 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
GD6N	Obtain the Lucky shot flag	The flag can be bought from Honest Jimmy's House of Stuff for 400 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
3V96	Obtain the Treasure flag	The flag can be bought from Honest Jimmy's House of Stuff for 500 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
5WYE	Obtain the Phasmatys flag	The flag can be bought from Honest Jimmy's House of Stuff for 600 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	-	-	God	Impling RNG
RX2E	Unlock the 'the Distracted' title	Participate in all the Distractions & Diversions listed in the D&D tracker. Check your progress in the Titles interface.	3	-	-	Hard	Unlock available in Hard tier
JD44	Unlock the 'the Powerful' title	Unlocked randomly while participating in the Anima Islands D&D.	5	Beginner	Elite	Master	Time investment
NMJE	Unlock the 'the Virtuous' title	Unlocked randomly while participating in the Anima Islands D&D.	5	Beginner	Elite	Master	Time investment
XEN4	Unlock the 'the Boundless' title	Unlocked randomly while participating in the Anima Islands D&D.	5	Beginner	Elite	Master	Time investment
4VX6	Unlock the 'the Eternal' title	Unlocked randomly while participating in the Anima Islands D&D.	5	Beginner	Elite	Master	Time investment
974V	Obtain the FiremakerÃ¢â‚¬â„¢s costume	The set can be obtained by playing one or both Firemaking D&Ds in the Circus after completion of the Firemaker's Curse quest.	3	Hard	-	Elite	Locked behind Hard tier quest
ZRE4	Obtain all Circus clothing	A new piece can be obtained from each of the five D&Ds in the Circus weekly.	3	Hard	Hard	Elite	Easily done with 99 Magic or Ranged
MBJD	Crack open four Effigies with the boys	Fill and crack open at least one of each effigy.	4	Hard	Hard	Elite	D&D locked behind Hard tier task
BD4G	Hand in a total of at least 1,000 effigy materials to Vicendithas	These materials can be gathered outside of the 5 minute timespan of the D&D. It is best to do this beforehand in preparation.	4	Hard	Elite	Master	D&D locked behind Hard tier task + XP requirement
K7X5	Find out the outcome of the continued research by Vicendithas	This requires you to talk with Vicendithas at the Incubator each month for 12 months.	5	Elite	Elite	Master	D&D locked behind Hard tier task + 6-12 months based on amount of monthly tokens
MEW3	Unlock Effy, the effigy pet	A 1/100 chance of obtaining from opening dragonkin lamps.	5	Elite	-	Master	Skill requirements for Effigies + limited availabiity
ZREY	Obtain the Shaman's headdress	The Shaman's outfit pieces can be obtained from participating in the Familiarisation D&D.	1	Beginner	Easy	Medium	Timegated D&D
MBJ9	Obtain the Shaman's poncho	The Shaman's outfit pieces can be obtained from participating in the Familiarisation D&D.	1	Beginner	Easy	Medium	Timegated D&D
BD4Q	Obtain the Shaman's leggings	The Shaman's outfit pieces can be obtained from participating in the Familiarisation D&D.	1	Beginner	Easy	Medium	Timegated D&D
K7X7	Obtain the Shaman's hand wraps	The Shaman's outfit pieces can be obtained from participating in the Familiarisation D&D.	1	Beginner	Easy	Medium	Timegated D&D
7V58	Obtain the Shaman's moccasins	The Shaman's outfit pieces can be obtained from participating in the Familiarisation D&D.	1	Beginner	Easy	Medium	Timegated D&D
GDYB	Obtain the Shaman's headdress add-on	The Shaman's outfit pieces can be obtained from participating in the Familiarisation D&D.	1	Beginner	Easy	Medium	Timegated D&D
3V4G	Play as the listed familiars in Familiarisation	Owning a full Shaman's outfit makes playing as a new familiar more likely.	5	Easy	Medium	Hard	Timegated D&D
5WXB	Collect 60 shards in Familiarisation	After collecting 60 shards, a reward must be claimed.	1	Beginner	Easy	Easy	Requires one game of Familiarisation
W26E	Unlock all of the listed chisels from sculpting god statues and then talk to Copernicus Glyph	Each chisel is obtained by building the same statue in the same location for a total of four months.	4	Hard	Elite	Master	Latest based on unlock in Elite tier + up to 4 months
DD6R	Obtain the Diviner's headwear	The Diviner's outfit pieces can be obtained from participating in the Guthixian Cache D&D.	1	Medium	-	Hard	Timegated D&D
Q4YR	Obtain the Diviner's robe	The Diviner's outfit pieces can be obtained from participating in the Guthixian Cache D&D.	1	Medium	-	Hard	Timegated D&D
6VGG	Obtain the Diviner's legwear	The Diviner's outfit pieces can be obtained from participating in the Guthixian Cache D&D.	1	Medium	-	Hard	Timegated D&D
EDYW	Obtain the Diviner's handwear	The Diviner's outfit pieces can be obtained from participating in the Guthixian Cache D&D.	1	Medium	-	Hard	Timegated D&D
2V98	Obtain the Diviner's footwear	The Diviner's outfit pieces can be obtained from participating in the Guthixian Cache D&D.	1	Medium	-	Hard	Timegated D&D
VRZ7	Obtain the Diviner's headwear add-on	The Diviner's outfit pieces can be obtained from participating in the Guthixian Cache D&D.	1	Medium	-	Hard	Timegated D&D
8VR3	Obtain the Herb bag	The bag can be bought from the Herby Werby reward shop for 200 Spirit points.	1	Beginner	-	Easy	Limited minigame availability due to XP requirement
Y2XY	Unlock the Herb bag upgrade	The upgrade can be unlocked from the Herby Werby reward shop for 200 Spirit points.	2	Easy	-	Medium	Limited minigame availability due to XP requirement
RXJ6	Buy the Totem of the Abyss top from the Herby Werby reward shop	The totem piece can be bought from the Herby Werby reward shop for 200 Spirit points.	2	Easy	Medium	Hard	Limited minigame availability due to XP requirement
JDZ5	Buy the Totem of Crystal base from the Herby Werby reward shop	The totem piece can be bought from the Herby Werby reward shop for 200 Spirit points.	2	Easy	Medium	Hard	Limited minigame availability due to XP requirement
NMR3	Obtain Sasha	The pet can be bought from the Herby Werby reward shop for 300 Spirit points.	2	Medium	-	Hard	Limited minigame availability due to XP requirement
XE4W	Upgrade your penguin spy device with the Scan upgrade	The scan function is unlocked by spying on 10 penguins around the world.	1	Beginner	-	Easy	Timegated D&D
4V4G	Unlock the 'Birdwatcher' title	The title is unlocked by spying on 20 penguins around the world.	2	Beginner	-	Easy	Timegated D&D
97WE	Upgrade your penguin spy device with the 'Zap' function	The zap function is unlocked by spying on 40 penguins around the world.	3	Beginner	-	Easy	Timegated D&D
ZR6Y	Obtain the Briefcase of disguises	The briefcase is unlocked by spying on 60 penguins around the world.	3	Beginner	-	Easy	Timegated D&D
MBN9	Unlock the 'Spymaster' title	The title is unlocked by spying on 70 penguins around the world.	3	Beginner	-	Easy	Timegated D&D
BDWQ	Adopt Sheldon	Sheldon can be adopted after spying on 80 penguins around the world.	3	Beginner	-	Easy	Timegated D&D
K797	Find all 12 Penguin spies and the Polar bear in a single week	I see you Pee.	3	-	-	Hard	All penguins available in Hard tier
3V8G	Become the Ultimate Birdwatcher by having at least 50 Penguin points at once	Peek-a-boo!	3	Beginner	Easy	Medium	Timegated D&D
5WNB	Obtain a cute Phoenix eggling	The eggling can be obtained as a rare reward from the Phoenix Lair D&D. There is a 1/100 chance of getting 'lost' and stumbling upon a cave-full of eggs. Clap at the shaking egg to obtain a cute eggling.	4	Hard	Elite	Master	Timegated D&D RNG
W2XE	Obtain a mean Phoenix eggling	The eggling can be obtained as a rare reward from the Phoenix Lair D&D. There is a 1/100 chance of getting 'lost' and stumbling upon a cave-full of eggs. Kick the the shaking egg to obtain a mean eggling.	4	Hard	Elite	Master	Timegated D&D RNG
DDNR	Collect 250 or more Tears from a single entry in Tears of Guthix	This is most easily achieved using the ornate bowl, wearing a Quest point cape and being under the effects of a Light creature's Enlightenment scroll effect.	4	Hard	-	Elite	Based on QP requirements
Q4DR	Obtain Vinny	Vinny can be obtained at a 1/100 chance upon completion of the Wisps of the Grove D&D.	3	Hard	Elite	Legendary	Timegated D&D
8EG7	Visit every fairy ring on Gielinor and beyond	Accessing the fairy ring network will show you how many fairy rings you have visited. Some of them require restoring (which will need 5 bittercap mushrooms) while others are locked behind quests.	3	-	-	Hard	Full fairy ring network unlockable in Hard tier
6V8G	Question your sanity	Bank stand for 1 hour.	1	Beginner	-	Easy	No requirements
EDWW	Open a Love Letter from any JMod	A Love Letter may be obtained from a JMod during many events which they host. Good luck.	3	Beginner	-	Legendary	Depedent on Jagex events
2Q88	Taste ALL the Stroopwafel flavours	Stroopwafels may be obtained from JMods during many events which they host. You will obtain a random flavour each time and there are seven to collect. Good luck.	3	Beginner	-	Legendary	Depedent on Jagex events
VVD7	Discover the pieces of a Famous quote from Stephen Hawking	Examining four telescopes scattered around Gielinor will complete the quote.	4	Hard	Elite	Master	Ports
85B3	Complete the listed Clan citadel achievements	Using the Clan Citadel of the Maxed" clan is an option."	1	-	-	Beginner	Requires 4 others to visit in same week
W273	Play Dailyscape!	Complete at least one Daily Challenge 10 days in a row. Vis wax can be used to reroll if none of the active challenges benefit your active task.	5	-	-	Master	Free daily completions unlocked in Master tier
YVBY	Obtain the Mega ducklings pet	Events are often run by the Taskman clan.	1	Beginner	Easy	Medium	Timegated D&D RNG
7GRY	Hatch a raven	A bird's nest (raven egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 50 is required to incubate the egg, along with an hour of time spent in-game.	3	Easy	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
NYE9	Hatch a raven (crested)	A bird's nest (raven egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 50 is required to incubate the egg, along with an hour of time spent in-game.	3	Easy	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
XJ83	Hatch a raven (yellow beak)	A bird's nest (raven egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 50 is required to incubate the egg, along with an hour of time spent in-game.	3	Easy	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
4JX7	Hatch a raven (crested yellow beak)	A bird's nest (raven egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 50 is required to incubate the egg, along with an hour of time spent in-game.	3	Easy	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
9B4G	Hatch a raven (red)	A bird's nest (raven egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 50 is required to incubate the egg, along with an hour of time spent in-game.	3	Easy	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
ZYEN	Hatch a raven (crested red)	A bird's nest (raven egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 50 is required to incubate the egg, along with an hour of time spent in-game.	3	Easy	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
MRJJ	Hatch a Zamorak hawk	A bird's nest (red egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 70 is required to incubate the egg, along with an hour of time spent in-game.	3	Medium	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
BY4W	Hatch a Guthix raptor	A bird's nest (green egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 70 is required to incubate the egg, along with an hour of time spent in-game.	3	Medium	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
KN9D	Hatch a Saradomin owl	A bird's nest (blue egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 70 is required to incubate the egg, along with an hour of time spent in-game.	3	Medium	Hard	Elite	Woodcutting/Kingdom RNG + Summoning level
3KW9	Unlock all variants of the monkey greegree	There are a total of 8 variants. The bones can be obtained by killed certain types of monkeys. The only exception is the ancient gorilla, for which the required skull can only be obtained as loot from zombie implings. A real banksaver: combine your greegrees!	5	Elite	Master	Legendary	Impling RNG
KMX2	Fill a total of 106 slots in the armour case in your Player-owned House	To fill a total of 106 slots, a mahogany armour case is required. This can be constructed with a Construction level of 82.	5	-	-	God	Clue completion RNG
2EW6	Fill a total of 131 slots on the cape rack in your Player-owned House	To fill a total of 118 slots, a marble cape rack or higher is required. This can be constructed with a Construction level of 90.	5	-	-	God	Clue completion RNG
M9JK	Fill a total of 35 slots in the fancy dress box in your Player-owned house	To fill a total of 35 slots, a mahogany dress box is required. This can be constructed with a Construction level of 80.	5	-	-	God	Clue completion RNG
ZXE2	Fill a total of 20 slots in the magic wardrobe in your Player-owned House	To fill a total of 20 slots, a marble wardrobe is required. This can be constructed with a Construction level of 96.	5	-	-	God	Clue completion RNG
3K99	Fill a total of 37 slots in the easy compartment of your treasure chest in your Player-owned House	For this tier of clue the oak treasure chest is sufficient. It requires a Construction level of 48. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	-	-	Master	Clue completion RNG
GV6J	Fill a total of 41 slots in the medium compartment of your treasure chest in your Player-owned House	For this tier of clue the teak treasure chest is sufficient. It requires a Construction level of 66. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	-	-	Master	Clue completion RNG
792M	Fill a total of 48 slots in the hard compartment of your treasure chest in your Player-owned House	For this tier of clue the mahogany treasure chest is sufficient. It requires a Construction level of 84. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	-	-	God	Clue completion RNG
KMG2	Fill a total of 29 slots in the elite compartment of your treasure chest in your Player-owned House	For this tier of clue the mahogany treasure chest is sufficient. It requires a Construction level of 84. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	-	-	God	Clue completion RNG
BVN8	Fill a total of 29 slots in the master compartment of your treasure chest in your Player-owned House	For this tier of clue the mahogany treasure chest is sufficient. It requires a Construction level of 84. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	-	-	God	Clue completion RNG
98ZE	Unlock all the Auras through the Members Loyalty Programme	To buy all auras, a total of 4,320,000 loyalty points are required.	5	-	-	God	Timegated
Z2ZY	Unlock all the Colour changes through the Members Loyalty Programme	To buy all re-colours, a total of 38,000 loyalty points are required.	5	-	-	God	Timegated
M479	Unlock all the Emotes through the Members Loyalty Programme	To buy all emotes, a total of 223,782 loyalty points are required.	5	-	-	God	Timegated
B27Q	Unlock all the Outfits through the Members Loyalty Programme	To buy all outfits, a total of 44,000 loyalty points are required.	5	-	-	God	Timegated
WV5E	Unlock all the Titles through the Members Loyalty Programme	To buy all titles, a total of 732,864 loyalty points are required.	5	-	-	God	Timegated
XJ9M	Purchase all items in the Cosmetics section of the Oddments tab in the Marketplace	All items can be purchased with Oddments, costing a total of 225,400 Oddments. This was last updated on the 25-04-2022, if there have been items added since, please let us know!	5	Elite	Legendary	God	Timegated
5RX9	Purchase all items in the Animations section of the Oddments tab in the Marketplace	All items can be purchased with Oddments, costing a total of 53,000 Oddments. This was last updated on the 29-03-2022, if there have been items added since, please let us know!	5	Hard	Elite	Master	Timegated
3N4Y	Purchase all items in the Pets section of the Oddments tab in the Marketplace	All items can be purchased with Oddments, costing a total of 398,000 Oddments. This was last updated on the 25-04-2022, if there have been items added since, please let us know!	5	Elite	Legendary	God	Timegated
GZYX	Purchase all items in the Other section of the Oddments tab in the Marketplace	All items can be purchased with Oddments, costing a total of 10,500 Oddments. This was last updated on the 25-04-2022, if there have been items added since, please let us know!	5	Easy	Medium	Hard	Timegated
