ID	Link	Title	Description	⭐	Tier #	Earliest Plausible	Recommended calc	Recommended	Expected calc	Expected	Dependency	Modifier recommended (dependency)	Modifier expected (dependency)	Bracket (hours)	Modifier recommended (bracket)	Modifier expected (bracket)	IRL-time	Modifier recommended (irl time)	Modifier expected (irl time)
856K	View	Unlock the breeding perk for large animal pens	Bought from Granny Potterington at the Player-owned Farm for 7,000 beans.	3	3	Medium	4.1		4.75	Hard	None			0.76-1	0.6	1	1-7 days	0.5	0.75
BDVV	View	Unlock the clue capacity upgrade	Unlocked in Zaida's Treasure Trails Reward shop for 750 Treasure Trail points.	4	3	Medium	3.5	Medium	4	Hard	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
2QR6	View	Unlock the Noted produce perk	Bought from Granny Potterington at the Player-owned Farm for 3,000 beans.	3	3	Medium	3.7	Medium	4.25	Hard	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
D29Q	View	Unlock the Rainbow loot beam	Unlocked in the Reaper store for 75 Reaper Points or 750 Slayer Points.	3	3	Medium	4.3		4.95	Hard	None			1.0-2.0	0.8	1.2	1-7 days	0.5	0.75
VVN8	View	Unlock the Seasonaliser wheel	Bought from Granny Potterington at the Player-owned Farm for 5,000 beans.	3	3	Medium	4.1		4.75	Hard	None			0.76-1	0.6	1	1-7 days	0.5	0.75
K7MV	View	Unlock the way of the foot-shaped key	Unlocked in Zaida's Treasure Trails Reward shop for 500 Treasure Trail points.	4	3	Medium	3.5	Medium	4	Hard	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
357B	View	Upgrade Zez for the first time	Zez upgrades for the first time upon reaching 10k total Runescore.	2	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
YV9Y	View	Make a Player-owned farm Chinchompa explode	Chinchompas with the Unstable trait have a chance to explode when they are harvested for experience.	3	2	Easy	3		3.75	Medium	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
QX9R	View	Obtain the Detailed decorative platebody	The detailed decorative platebody can be bought from Lanthus for 80 gold castle wars tickets. The entire set may also be purchased for 3355 Thaler.	3	1	Beginner	4.75	Hard	5.7	Elite	Group content passive	1.25	1.75	21-50	2	2.2	1-7 days	0.5	0.75
8VZ7	View	Obtain the Faithful Shield	The shield can be bought from Lanthus for 200 gold Castle Wars tickets.	4	1	Beginner	4.5	Hard	5.25	Elite	Group content passive	1.25	1.75	51-100	2.25	2.5	None	0	0
NMQE	View	Obtain the Guthix Halo	The halo can be bought from Lanthus for 300 gold Castle Wars tickets.	5	1	Beginner	4.75	Hard	5.75	Elite	Group content passive	1.25	1.75	100+	2.5	3	None	0	0
4VR6	View	Obtain the Saradomin Halo	The halo can be bought from Lanthus for 300 gold Castle Wars tickets.	5	1	Beginner	4.75	Hard	5.75	Elite	Group content passive	1.25	1.75	100+	2.5	3	None	0	0
RXEE	View	Obtain the Zamorak Halo	The halo can be bought from Lanthus for 300 gold Castle Wars tickets.	5	1	Beginner	4.75	Hard	5.75	Elite	Group content passive	1.25	1.75	100+	2.5	3	None	0	0
4JKJ	View	Enter the resource dungeon on The Faraway Place where Things are Kept	This dungeon can be visited using a Worldbearer ring (1), obtained from The Exile's special Player-Owned Ports voyage.	5	4	Hard	5.95	Elite	6.75	Master	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	61-120 days	1.25	1.5
DXJ7	View	Unlock the Vorkath Death Guard override	The Vorkath Death Guard override is unlocked as a rare drop from Vorkath.	5	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
W7J3	View	Unlock the Vorkath lantern override	The Vorkath lantern override is unlocked as a rare drop from Vorkath.	5	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
789Q	View	Obtain Krar Jnr	Krar Jnr spawns rarely in the Nemi Forest. Once found, interact with him to claim him as your pet.	5	1	Beginner	5	Elite	6.25	Master	Drop RNG	0.5	0.75	100+	2.5	3	15-30 days	1	1.5
W29N	View	Obtain the Castle Wars enthusiast cape	The cape can be bought from Lanthus for 2 silver Castle Wars tickets after participating in at least 1,000 games of Castle Wars.	5	1	Beginner	4.75	Hard	5.75	Elite	Group content passive	1.25	1.75	100+	2.5	3	None	0	0
Q42V	View	Obtain the Castle Wars hobbyist cape	The cape can be bought from Lanthus for 2 silver Castle Wars tickets after participating in at least 500 games of Castle Wars.	5	1	Beginner	4.75	Hard	5.75	Elite	Group content passive	1.25	1.75	100+	2.5	3	None	0	0
5W7E	View	Obtain the Castle Wars professional cape	The cape can be bought from Lanthus for 2 silver Castle Wars tickets after participating in at least 5,000 games of Castle Wars.	5	1	Beginner	4.75	Hard	5.75	Elite	Group content passive	1.25	1.75	100+	2.5	3	None	0	0
GGBB	View	Obtain the Intricate decorative platebody	The intricate decorative platebody can be bought from Lanthus for 800 gold Castle wars tickets.	4	1	Beginner	10.5		12.25	God	Group content passive	1.25	1.75	51-100	2.25	2.5	1 year +	6	7
3EJG	View	Obtain the Intricate decorative helmet	The intricate decorative helmet can be bought from Lanthus for 400 gold Castle wars tickets.	4	1	Beginner	10.5		12.25	God	Group content passive	1.25	1.75	51-100	2.25	2.5	1 year +	6	7
7WQ8	View	Obtain the Intricate decorative platelegs	The intricate decorative platelegs can be bought from Lanthus for 600 gold Castle wars tickets.	4	1	Beginner	10.5		12.25	God	Group content passive	1.25	1.75	51-100	2.25	2.5	1 year +	6	7
KK47	View	Obtain the Intricate decorative shield	The intricate decorative shield can be bought from Lanthus for 600 gold Castle wars tickets.	4	1	Beginner	10.5		12.25	God	Group content passive	1.25	1.75	51-100	2.25	2.5	1 year +	6	7
B9ZQ	View	Obtain the Intricate decorative sword	The intricate decorative sword can be bought from Lanthus for 500 gold Castle wars tickets	4	1	Beginner	10.5		12.25	God	Group content passive	1.25	1.75	51-100	2.25	2.5	1 year +	6	7
ZM7Y	View	Obtain the Profound decorative platebody	The profound decorative platebody can be bought from Stanley Limelight 12,650 thaler or from Lanthus for 1,100 gold Castle wars tickets.	5	1	Beginner	10.75		12.75	God	Group content passive	1.25	1.75	100+	2.5	3	1 year +	6	7
MMK9	View	Obtain the Profound decorative helmet	The profound decorative helmet can be bought from Stanley Limelight for 7,475 thaler or from Lanthus for 650 gold Castle wars tickets.	5	1	Beginner	10.75		12.75	God	Group content passive	1.25	1.75	100+	2.5	3	1 year +	6	7
9E2E	View	Obtain the Profound decorative platelegs	Profound decorative platelegs can be bought from Stanley Limelight for 9,200 thaler or from Lanthus for 800 gold Castle wars tickets.	5	1	Beginner	10.75		12.75	God	Group content passive	1.25	1.75	100+	2.5	3	1 year +	6	7
4EWG	View	Obtain the Profound decorative shield	The profound decorative shield can be bought from Stanley Limelight for 9,200 thaler or from Lanthus for 800 gold Castle wars tickets.	5	1	Beginner	10.75		12.75	God	Group content passive	1.25	1.75	100+	2.5	3	1 year +	6	7
XK2W	View	Obtain the Profound decorative sword	The profound decorative sword can be bought from Stanley Limelight for 9,200 thaler or from Lanthus for 800 gold Castle wars tickets.	5	1	Beginner	10.75		12.75	God	Group content passive	1.25	1.75	100+	2.5	3	1 year +	6	7
6VBV	View	Upgrade the Intricate decorative set to the Profound decorative set and sword and talk to Lanthus while wearing it	The set can be bought from Lanthus for 4,150 gold Castle Wars tickets, or from Stanley Limelight for 47,725 Thaler. You may sell the intricate set to help you obtain this set.	5	1	Beginner	10.75		12.75	God	Group content passive	1.25	1.75	100+	2.5	3	1 year +	6	7
V8Y7	View	Obtain a pair of Void knight gloves	The Void knight gloves can be bought for 175 thaler from Stanley Limelight or from a Void Knight for 150 commendation points, although a player must have at least 42 Attack, Strength, Defence, Constitution, Ranged, and Magic, along with 22 Prayer to buy and wear them.	1	2	Easy	5.2	Elite	6.35	Master	Group content passive	1.25	1.75	4.0-6.0	1.2	1.6	8-14 days	0.75	1
2EJ8	View	Obtain a Void knight deflector	The Void knight deflector can be purchased for 150 Void Knight commendation points or 175 Thaler points from Stanley Limelight Traders. A player needs to have level 42 in Attack, Strength, Constitution, Ranged and Magic, and 22 Prayer to buy and weild this.	1	2	Easy	5.2	Elite	6.35	Master	Group content passive	1.25	1.75	4.0-6.0	1.2	1.6	8-14 days	0.75	1
J795	View	Obtain a Void knight mage helm	The Void knight mage helm is obtained as a reward from the Pest Control and Conquest minigames. It can be bought from a Void Knight for 200 commendation points or bought from Stanley Limelight for 240 thaler. Players must have also have at least 42 Attack, Strength, Defence, Constitution, Ranged, Magic and 22 Prayer to buy and wear one.	1	2	Easy	5.2	Elite	6.35	Master	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
NZG3	View	Obtain a Void knight melee helm	The Void knight melee helm is obtained as a reward from the Pest Control and Conquest minigames. It can be bought from a Void Knight for 200 commendation points or bought from Stanley Limelight for 240 thaler. Players must have also have at least 42 Attack, Strength, Defence, Constitution, Ranged, Magic and 22 Prayer to buy and wear one.	1	2	Easy	5.2	Elite	6.35	Master	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
8EQ3	View	Obtain a Void knight robe	The Void knight robe can be bought for 300 thaler or from a Void Knight for 250 commendation points, although a player must have at least level 42 Attack, Strength, Defence, Constitution, Ranged, and Magic, along with level 22 Prayer to buy and wear one.	1	2	Easy	5.2	Elite	6.35	Master	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
YGEY	View	Obtain a Void knight top	The Void knight top can be bought for 300 thaler or from a Void Knight for 250 commendation points, although a player must have at least 42 Attack, Strength, Defence, Constitution, Ranged, and Magic, along with 22 Prayer to buy and wear one.	1	2	Easy	5.2	Elite	6.35	Master	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
NMNE	View	Obtain the Baby basilisk pet	The pet can be bought from Zimberfizz or Zanik for 40 Zeals, or from Stanley Limelight for 480 Thaler after obtaining a Basilisk head drop.	2	2	Easy	4.25	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	None	0	0
MBED	View	Obtain the full Artisan's outfit	The set can be bought from the Stealing Creation reward shop costing 100 Stealing Creation points per piece, setting the total points needed at 600.	3	2	Easy	4.95	Hard	5.85	Elite	Group content active	1.75	2.25	6.0-10.0	1.2	1.6	None	0	0
4V2W	View	Obtain the Void knight mace	The mace can be obtained by playing Pest Control. It can be bought for 250 Commendations from a Void Knight.	2	2	Easy	5.2	Elite	6.35	Master	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
Q4DR	View	Obtain Vinny	Vinny can be obtained at a 1/100 chance upon completion of the Wisps of the Grove D&D.	3	2	Easy	4.55	Hard	5.45	Elite	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	61-120 days	1.25	1.5
R84K	View	Unlock the ability to reroll a raids loot once per reset	Requires the maximum 5,000 reputation on Mazcab. Up to 90 reputation can be gained per day - 45 from Trinks' tasks and 45 from a complete Nemi Forest run.	5	2	Easy	4.9	Hard	5.25	Elite	None			11-20	1.75	2	31-60 days	1.15	1.25
4EK2	View	Add a Ring of coins, trees, quests and all Rings of stone to your Transmog interface	The Ring of coins and ring of trees can be obtained as reward from Master clues. The Ring of stone can be obtained as a drop from TzHaar creatures or purchased from TzHaar-Hur-Lek for 303k Tokkul. The Ring of quests is obtained by allocating 75 points to the Quest track of May's shop. Adding them to the transmog interface permanently unlocks their transmogs without you having to bring the rings.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
ZRXM	View	Create a Tuska mask and equip it	The five pieces of the mask will be obtained during Airut slayer tasks. Equiping the mask for the first time awards with experience. You may freely claim the experience for this task. The mask is only cosmetic, any unwanted masks can be given to a slayer master for 20 slayer points.	4	5	Elite	5		5.25	Elite	None			0-0.25	0	0.25	None	0	0
4EJ6	View	Create the Igneous Kal-Zuk using your Igneous Kal-capes	The ability to create the Igneous Kal-Zuk requires a flawless defeat of TzKal-Zuk in hard mode. It furthermore requires each of the Igneous Kal-capes.	4	5	Elite	6		6.5	Master	PvM Profficiency	1	1.25	0-0.25	0	0.25	None	0	0
85NK	View	Complete the Salamander breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	5	Elite	5.8	Elite	6.2	Master	None			1.0-2.0	0.8	1.2	None	0	0
BV5M	View	Entirely fill up your Personal Slayer dungeon	You will need a total of 15 monster souls (of which 5 must be classified as small monsters) in order to fill the chambers of your dungeon. The choice of souls is up to you, as long as you stick to the rules when hunting them!	5	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
R892	View	Find Newton while training Magic	Can be found while doing most exp-giving activities in the skill.	5	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
WVRZ	View	Find Ralph while training Thieving	Can be found while doing most exp-giving activities in the skill.	5	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
3QEE	View	Find Ramsay while training Cooking	Can be found while doing most exp-giving activities in the skill.	5	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
YV87	View	Find Rocky while training Mining	Can be found while doing most exp-giving activities in the skill.	5	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
2Q62	View	Find Rue while training Runecrafting	Can be found while doing most exp-giving activities in the skill.	5	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
D2EQ	View	Find Shamini while training Summoning	Can be found while doing most exp-giving activities in the skill.	5	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
BV3M	View	Finish researching the Archaeology Guild	Complete all special research missions relating to the Archaeology Guild. This requires an Archaeology level of 99.	3	5	Elite	5.7	Elite	6.25	Master	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
9XNJ	View	Finish researching the Everlight digsite	Complete all special research missions relating to Everlight. This requires an Archaeology level of 105.	4	5	Elite	5.7	Elite	6.25	Master	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
ZXQJ	View	Finish researching the Infernal Source digsite	Complete all special research missions relating to the Infernal Source. This requires an Archaeology level of 98.	3	5	Elite	5.7	Elite	6.25	Master	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
6QRG	View	Interact with the Sea turtle at the Deep Sea Fishing Hub	The turtle is extremely rare to come upon. Good luck. Claiming the loot from it is allowed.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
XN5G	View	Mine Light animica rocks in the Trahaearn district of Prifddinas	The ore rocks may not spawn on every world, hopping may be needed when the Voice becomes active.	4	5	Elite	6		6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
7G67	View	Obtain a pair of Brawling gloves for each Artisan's skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Artisan gloves are Cooking, Firemaking and Smithing.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
5R6V	View	Obtain a pair of Brawling gloves for each Combatant's skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Combatant gloves are Magic, Ranged, Melee and Prayer.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
3N63	View	Obtain a pair of Brawling gloves for each Gatherer's skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Gatherer gloves are Fishing, Hunter, Mining and Woodcutting.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
GZE4	View	Obtain a pair of Brawling gloves for each Support skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Support gloves are Agility and Thieving.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
XVVY	View	Create a Superior Leviathan ring	The ring requires 100 pearls and a Crafting level of 90 to create.	5	5	Elite	6.4	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	0.51-0.75	0.4	0.75	1-7 days	0.5	0.75
4QQE	View	Create a Superior Reefwalker's cape	The cape requires 100 koi scales and a Crafting level of 90 to create.	5	5	Elite	6.4	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	0.51-0.75	0.4	0.75	1-7 days	0.5	0.75
2QK6	View	Obtain all General clue uniques	These are tracked in the general tab of your Treasure Trail Collection Log.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
3QV7	View	Obtain the Gu hakama	The hakama is obtained as a Gift of Gu chest after giving a donation to The Tengu after completing his final clue voyage.	5	5	Elite	6.5	Master	7.5	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
G7DW	View	Obtain the Gu uwagi	The uwagi is obtained as a Gift of Gu chest after giving a donation to The Tengu after completing his final clue voyage.	5	5	Elite	6.5	Master	7.5	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
NX7X	View	Obtain the Left banana of knowledge	Can be obtained as a reward from Ifaba's farming requests.	3	5	Elite	8.5		9.5	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	182 days - 1 year	3	3.5
KZ7Z	View	Obtain the Mask of Gu	The Mask of Gu is obtained as a Gift of Gu chest after giving a donation to The Tengu after completing his final clue voyage.	5	5	Elite	6		6.75	Master	None			0-0.25	0	0.25	15-30 days	1	1.5
JMED	View	Obtain the Right banana of knowledge	Can be obtained as a reward from Ifaba's farming requests.	3	5	Elite	8.5		9.5	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	182 days - 1 year	3	3.5
78VQ	View	Obtain The Way of Gu	The Way of Gu is obtained as a Gift of Gu chest after giving a donation to The Tengu after completing his final clue voyage.	5	5	Elite	6		6.75	Master	None			0-0.25	0	0.25	15-30 days	1	1.5
XVNB	View	Show Spyndra that you stepped on its parents	Defeat Spyndra with one of Araxxi's legs, eyes, fang or web in your inventory. This challenge can NOT be completed in Story mode.	5	5	Elite	5.7	Elite	6.25	Master	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	None	0	0
W26E	View	Unlock all of the listed chisels from sculpting god statues and then talk to Copernicus Glyph	Each chisel is obtained by building the same statue in the same location for a total of four months.	4	5	Elite	5.8	Elite	6.2	Master	None			1.0-2.0	0.8	1.2	None	0	0
MEW3	View	Unlock Effy, the effigy pet	A 1/100 chance of obtaining from opening dragonkin lamps.	5	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
V44R	View	Unlock the 'of the Ithell' title	Craft 100 Crystal flasks.	3	5	Elite	5		5.25	Elite	None			0-0.25	0	0.25	None	0	0
8EYK	View	Unlock the cosmetic overrides for Erethdor's Grimoire and Merethiel's Stave	Both items are dropped by Solak and the cosmetic override for each is unlocked on activating the item	5	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
8EZK	View	Use a Flaming sword enchantment to gain its cosmetic effect	A Flaming sword enchantment is an item obtained from master clue caskets. Using it will give your melee weapons a cosmetic flame effect.	4	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
V475	View	Unlock the Champion's tacklebox	Reward from Fish Flingers. Purchased with 500 medals and 1,860 tokens. It is recommended to use the "Ahelp" friends chat in world 89.	5	5	Elite	6.2		6.6	Master	None			6.0-10.0	1.2	1.6	None	0	0
NKX8	View	Obtain the Retro Pernix armour override	The outfit has five parts: Cowl, body, chaps, gloves and boots. Each piece is automatically obtained by equipping its respective non-cosmetic piece. Pernix armour is a drop from Nex.	3	5	Elite	5.5	Elite	6	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
3QXG	View	Complete both of the invention technology trees	Tech trees can be unlocked with an Invention level of 40. In order to begin unlocking the items in tech trees, one tree must be chosen to specialise in alongside the human tree. This can be done by speaking to Drorkar in Keldagrim palace furnace, or Oldak in his lab in Dorgesh-Kaan. You are allowed to create any items required to progressing the tree, as long as you already have the materials.	3	4	Hard	5.55	Elite	6.2	Master	None			1.0-2.0	0.8	1.2	8-14 days	0.75	1
XV2M	View	Construct the tier 3 Slayer lodge on Anachronia	The cumulative costs are listed on the respective section on the wiki-page.	4	4	Hard	4.75	Hard	5.25	Elite	None			0-0.25	0	0.25	8-14 days	0.75	1
KZVZ	View	Discover all Berries of the Arc	Berry bushes are grown on Tuai Leit. Refer to the wiki for a good strategy for cross-pollination. A 50k Farming XP lamp can be claimed from Ani on completion.	3	4	Hard	5.45	Elite	6.25	Master	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	8-14 days	0.75	1
VVD7	View	Discover the pieces of a Famous quote from Stephen Hawking	Examining four telescopes scattered around Gielinor will complete the quote.	4	4	Hard	5.25		5.5	Elite	None						61-120 days	1.25	1.5
6VZN	View	Mine a Diamond in the Trahaearn district of Prifddinas	Can only be completed while the Voice of Seren is active in the Trahaearn district.	3	4	Hard	5.2		5.75	Elite	Task allowance	1	1.25	0.26-0.50	0.2	0.5	None	0	0
85E9	View	Obtain the Mimic helm	Obtained as a very rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
VV83	View	Obtain the Mimic pet	Obtained as a very rare drop from any version of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
YVG7	View	Obtain the Mimic plushie	Obtained as a very rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
2QE2	View	Obtain the Mimic tongue cape	Obtained as a very rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
RX5E	View	Obtain the Minitrice pet	The pet can be bought from Zimberfizz or Zanik for 25 Zeals, or from Stanley Limelight for 300 Thaler after obtaining a Cockatrice head drop.	2	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
788Q	View	Obtain the Seasinger acolyte armour	The acolyte armour requires all four scrolls of the Seasinger outfit to be collected. It can be bought for 5,000 chimes and 2 taijitu from Boni in Waiko.	4	4	Hard	5.5	Elite	6.5	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
B2E5	View	Obtain the Shard of Chaos weapon token	Obtained as a rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
M4GY	View	Obtain the Shard of Despite weapon token	Obtained as a rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
KZE3	View	Obtain the Shard of Energy weapon token	Obtained as a rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
786D	View	Obtain the Shard of Havoc weapon token	Obtained as a rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
3Q6E	View	Obtain the Shard of Malice weapon token	Obtained as a rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
G7EE	View	Obtain the Shard of Suffering weapon token	Obtained as a rare drop from the hard and elite versions of the Giant Mimic. Only succesful attempts use up the token, it is thus encouraged to try.	5	4	Hard	5.5	Elite	6.15	Master	Drop RNG	0.5	0.75	2.0-4.0	1	1.4	None	0	0
9BRB	View	Plant the bloodwood tree	As a reward of obtaining the Master Farmer rank, requiring a reputation of 225,000, Mami Rimba will plant a bloodweed tree in the patch at the Manor Farm for you.	3	4	Hard	5.15		5.5	Elite	None			0-0.25	0	0.25	31-60 days	1.15	1.25
W273	View	Play Dailyscape!	Complete at least one Daily Challenge 10 days in a row. If none of the active challenges benefit your active task you may use Farming training methods or any of your appropriate unlocks.	5	4	Hard	5.75	Elite	6.5	Master	Task allowance	1	1.25	0-0.25	0	0.25	8-14 days	0.75	1
9X2R	View	Tour d'Anachronia, clock- and counter-clockwise	Complete the entire Anachronia course in both directions.	3	5	Elite	5.2		5.5	Elite	None			0.26-0.50	0.2	0.5	None	0	0
B2BQ	View	Unlock the breeding perk for large dinosaur pens	Bought from Prehistoric Potterington at the Ranch Out of Time for 10,000 beans.	5	4	Hard	5.55	Elite	6.2	Master	None			1.0-2.0	0.8	1.2	8-14 days	0.75	1
KZY7	View	Unlock the breeding perk for medium dinosaur pens	Bought from Prehistoric Potterington at the Ranch Out of Time for 8,000 beans.	4	4	Hard	5.55	Elite	6.2	Master	None			1.0-2.0	0.8	1.2	8-14 days	0.75	1
7838	View	Unlock the breeding perk for small dinosaur pens	Bought from Prehistoric Potterington at the Ranch Out of Time for 6,000 beans.	3	4	Hard	5.35	Elite	6	Master	None			0.76-1	0.6	1	8-14 days	0.75	1
Q8M7	View	Unlock the Farm deeds	Bought from Granny Potterington at the Player-owned Farm for 250,000 beans.	5	4	Hard	5.75	Elite	6	Master	None			11-20	1.75	2	None	0	0
NYWW	View	Unlock the Glorious variation of the 'the Ravensworn' title	To unlock the glorious variation of the title, the regular title must be unlocked. Speak to 'Quoth the Raven', a raven NPC, at the Mage Arena in the deep Wilderness and offer them a cheese-wheel upon completion of the Succession quest. You may create a cheese-wheel for the purpose of completing this passive task.	5	4	Hard	5.2		5.75	Elite	Task allowance	1	1.25	0.26-0.50	0.2	0.5	None	0	0
ZMM4	View	Upgrade your Deathdealer Set to T80	Create the T80 Deathdealer set. This requires 75 Crafting, 40 Runecrafting and 80 Necromancy. The upgrade requires 10 hermodic plates, 7 greater ensouled cloth, 5 greater ensouled thread and 125 miasma runes. Each greater ensouled cloth requires any piece of Subjugation to create - use your multiply glyphs!	3	4	Hard	4.8	Hard	5.2	Elite	None			1.0-2.0	0.8	1.2	None	0	0
KKK5	View	Upgrade your Deathwarden Set to T80	Upgrade your Deathwarden Set to T80. This requires 75 Crafting, 60 Runecrafting and 70 Necromancy. The upgrade requires 7 greater ensouled cloth, 7 greater ensouled thread and 125 flesh runes. Each greater ensouled cloth requires any piece of Subjugation to create - use your multiply glyphs!	3	4	Hard	4.8	Hard	5.2	Elite	None			1.0-2.0	0.8	1.2	None	0	0
4BX5	View	Visit 100 uncharted isles	Enjoy the view.	3	4	Hard	5.8	Elite	6.7	Master	None			1.0-2.0	0.8	1.2	15-30 days	1	1.5
NKG6	View	Obtain a Left eyepatch	The eyepatch can be obtained from Pirate implings. These can be actively hunted for after their appropriate unlock. They require a Hunter level of 76 to catch.	3	4	Hard	5.2		5.6	Elite	None			4.0-6.0	1.2	1.6	None	0	0
